muncod,year,s_uribe_02,s_uribe_06,hom_r,manu_sample
27075,1995,.21360609,.72609258,11.89060642092747,
27077,1995,.20327219,.76428229,4.21123557651815,1
27099,1995,.00098135427,.64729732,0,
27135,1995,.043933053,.17914438,0,
27150,1995,.13095239,.70707071,0,
27160,1995,.17457886,.37162837,0,
27205,1995,.26988637,.52801895,10.16570092507878,
27245,1995,.44497895,.86118674,78.08433107756377,
27250,1995,.057817589,.1195097,21.60060481693488,
27361,1995,.15090252,.50023842,18.00309653260361,1
27372,1995,.0036363637,.79648238,20.04409701342955,
27413,1995,.054258242,.25963855,0,
27425,1995,,.34892789,0,
27430,1995,.10966258,.36922014,0,
27450,1995,.1040872,.33686066,0,
27491,1995,.13471074,.35216951,21.67551750298038,
27495,1995,.081619941,.52127659,17.46724890829694,
27580,1995,.076071925,.625,0,
27600,1995,.020882584,.40769231,0,
27615,1995,.24792139,.50959486,0,1
27660,1995,.32738718,.39881831,13.78169790518192,
27745,1995,.040925268,.1671159,0,
27787,1995,.39492431,.74139625,23.57378595002357,1
27800,1995,.33951408,.65009469,171.7967072297781,
27810,1995,.14597316,.49372646,0,
41001,1995,.53706425,.63872957,20.72424321971843,1
41006,1995,.59808022,.88716501,48.71157874226704,1
41013,1995,.52356595,.71716356,12.18472036066772,
41016,1995,.26601356,.49538037,33.54016434680531,
41020,1995,.31658292,.49133784,122.3491027732463,1
41026,1995,.59663868,.71645367,69.49270326615705,
41078,1995,.38935107,.5098266,101.6834256016269,
41132,1995,.28716326,.50140625,41.72751929897768,1
41206,1995,.49559858,.27092198,9.606147934678194,
41244,1995,.66826004,.87909514,35.32320734722713,
41298,1995,.6675809,.78807598,42.65778301407707,1
41306,1995,.32238755,.66857868,0,1
41319,1995,.66059381,.86378354,61.51007227433492,
41349,1995,.23824786,.53951526,50.8560773012375,
41357,1995,.47965115,.51622564,0,
41359,1995,.49676478,.82951212,48.58614323195025,
41378,1995,.41184211,.66626436,21.89860943830067,
41396,1995,.52716774,.72426134,46.94603676615932,1
41483,1995,.48354793,.73801559,0,
41503,1995,.61336666,.91691661,61.26700159294204,
41518,1995,.7236287,.81626016,0,
41524,1995,.59655833,.62880599,25.32286654849329,
41530,1995,.47794119,.79617119,66.56312402928778,
41548,1995,.66171503,.79260778,8.476012883539582,
41551,1995,.55708671,.79476804,76.67393747108203,1
41615,1995,.38679627,.55429035,27.94076557697681,
41660,1995,.55812538,.90486795,34.98542274052478,
41668,1995,.45487827,.84552658,23.00525286607109,1
41676,1995,.65266562,.89195335,10.52631578947368,
41770,1995,.4844757,.78906494,44.5632798573975,
41791,1995,.60730302,.77238274,42.91845493562231,
41797,1995,.66000003,.80936456,24.01825387294344,
41799,1995,.32406992,.44068286,27.29630135116692,
41801,1995,.60900217,.77435899,40.67796610169491,
41807,1995,.6622799,.89847028,0,
41872,1995,.26807979,.42479047,0,
41885,1995,.58661282,.54255319,0,
44001,1995,.29190516,.55941296,89.30605549733448,1
44035,1995,.38809213,.36707279,0,
44078,1995,.26672679,.28522694,27.76717226059491,
44090,1995,.16343883,.40822467,0,
44098,1995,.080315873,.39344865,0,
44110,1995,.19395579,.47573698,108.3619288423334,
44279,1995,.1628115,.27551273,27.78978570987464,1
44378,1995,.33023256,.25131178,0,
44420,1995,.22184874,.52910602,0,
44430,1995,.12918998,.42471111,9.99491168132587,1
44560,1995,.36370352,.3956044,23.96685726024583,1
44650,1995,.45120686,.65510815,19.78015767611405,1
44847,1995,.13480848,.39876544,17.82588967394827,1
44855,1995,.30705395,.49102774,87.1839581517001,
44874,1995,.30127072,.59706843,30.68896731624981,
47001,1995,.34241194,.44968405,60.99115173142046,1
47030,1995,.46191406,.75619388,0,
47053,1995,.15645635,.64089805,13.32129482985746,1
47058,1995,.79596287,.57135057,14.80165778567199,1
47161,1995,.0077765994,.55555558,17.36563341147868,
47170,1995,.84226942,.73472774,28.61885410108179,
47189,1995,.24041581,.36805126,70.32086227067931,1
47205,1995,.62557602,.5852018,0,
47245,1995,.50892371,.68783587,27.72002772002772,1
47258,1995,.82586402,.83781582,9.63020030816641,
47268,1995,.13639762,.65694249,0,
47288,1995,.34520915,.74455994,27.43088139753122,1
47318,1995,.35786352,.70303655,30.95123461035835,1
47460,1995,.79920095,.81857616,0,
47541,1995,.73703796,.71589959,11.73777803861729,
47545,1995,.56798559,.80202359,0,
47551,1995,.74351633,.54437399,11.80846667060282,1
47555,1995,.38126704,.61974436,12.80885347952505,1
47570,1995,.22937791,.42854032,82.3364169128687,
47605,1995,.83270252,.60867208,44.56895453966637,
47660,1995,.45989954,.84993118,0,
47675,1995,.80801338,.16572717,29.85668789808917,
47692,1995,.25033677,.56660664,19.08761213972132,
47703,1995,.47799829,.69706219,29.62962962962963,
47707,1995,.52803826,.80265045,22.35785990564983,1
47720,1995,.33587787,.62383837,0,
47745,1995,.30834448,.50259578,0,1
47798,1995,.78643996,.5855214,8.253889645495439,
47960,1995,.91971326,.8371985,0,
47980,1995,.16767772,.6713919,0,
50001,1995,.66697377,.69422323,47.76393999433909,1
50006,1995,.63054705,.7356357,76.44505819688302,1
50110,1995,.31145832,.61397058,0,
50124,1995,.36231884,.68821687,26.80246582685607,
50150,1995,.68834984,.74154198,209.2536619390839,
50223,1995,.74879229,.68393785,41.91114836546522,
50226,1995,.54599762,.7500838,25.1398403620137,
50245,1995,,.89203924,0,
50251,1995,.32225913,.69869405,36.27459871225174,
50270,1995,.76163876,.85898471,0,
50287,1995,.31958762,.66329116,42.32804232804233,
50313,1995,.50883657,.67826325,241.0689098043239,1
50318,1995,.7538507,.81908494,36.58536585365854,
50325,1995,.88203269,.70677966,30.78501795792714,
50330,1995,.27272728,.74329501,144.5306557127643,
50350,1995,.44278607,.47506133,16.49756660892518,
50370,1995,.049180329,.73441106,0,
50400,1995,.44478217,.79323971,46.89803028272812,
50450,1995,.3691057,.45726055,65.33507560201606,
50568,1995,.42355117,.57487309,56.08524957936063,
50573,1995,.56257951,.19886594,72.27754577577899,1
50577,1995,.35130972,.6919592,47.32980989193027,
50590,1995,.37670609,.54244304,28.98718766305293,
50606,1995,.66615385,.77053881,25.45824847250509,
50680,1995,.65968418,.78837556,145.0852375770765,
50683,1995,.40688914,.69105113,69.23837784371909,
50686,1995,,.89999998,0,
50689,1995,.62924546,.7691229,85.69898232458489,
50711,1995,.63924962,.83412075,32.36944324557618,
52001,1995,.58215129,.4960089,34.60700690104431,1
52019,1995,.66442305,.88257474,0,
52022,1995,.34705374,.62768322,12.0033609410635,
52036,1995,.27136433,.37605113,12.05908953873983,
52051,1995,.50105113,.61860234,0,
52079,1995,.27280065,.29586232,22.33555448013997,1
52083,1995,.33832502,.60239232,0,
52110,1995,.52691215,.70609158,30.0105036762867,
52203,1995,.26109511,.57443023,0,
52207,1995,.39951989,.42783085,0,
52210,1995,.58052433,.46592629,0,
52215,1995,.23249921,.17707781,6.807351940095303,
52224,1995,.47089201,.36569342,0,
52227,1995,.41056421,.36470002,18.67832193955695,1
52233,1995,.27594072,.051574375,87.527352297593,
52240,1995,.61003071,.48447865,0,
52250,1995,.057102572,.050580047,10.79097874177188,
52254,1995,.18540773,.10452636,0,
52256,1995,.21544716,.12717536,20.37905033625433,
52258,1995,.12605043,.69525194,31.62355322244007,
52260,1995,.4587675,.45449004,11.89838776845737,1
52287,1995,.28270349,.33163503,0,
52317,1995,.36256248,.3113924,28.78111958555188,
52320,1995,.36393195,.2375453,12.0033609410635,1
52323,1995,.45986462,.5830332,0,
52352,1995,.59564167,.36198592,14.13227812323346,
52354,1995,.50859451,.27065173,0,
52356,1995,.48443165,.44777775,30.70999137757935,1
52378,1995,.64713758,.78329486,22.44417012680956,
52381,1995,.37470168,.25936684,0,
52385,1995,.23153253,.2829392,25,
52390,1995,.18650422,.10780669,0,
52399,1995,.30694947,.46123856,45.64516589164979,1
52405,1995,.21252973,.18742086,78.71261150953298,
52411,1995,.14097914,.23250152,10.90393632101189,
52418,1995,.42330623,.2127835,0,
52427,1995,,.094290659,0,
52435,1995,.27393618,.14562118,0,
52473,1995,.063552834,.061517429,41.4765657403567,
52480,1995,.43282312,.58541667,0,
52490,1995,.036822509,.11948956,20.17756255044391,1
52506,1995,.56004685,.22234215,25.32286654849329,
52520,1995,.053947367,.03626306,11.66180758017493,
52540,1995,.22014925,.050827425,51.41828777101723,
52560,1995,.41026896,.43239042,0,
52565,1995,.34437871,.12039474,0,
52573,1995,.43693694,.3778027,58.94240485011788,
52585,1995,.58608198,.55424452,10.85481682496608,
52612,1995,.34073359,.19771709,57.70340450086555,
52621,1995,.08667288,.072697006,0,
52678,1995,.23372549,.10205857,10.11565566308123,1
52683,1995,.25816995,.26265711,41.75682344455833,1
52685,1995,.47530866,.79941541,0,
52687,1995,.46454993,.50671786,0,
52693,1995,.38356164,.50845212,0,
52694,1995,.42553192,.6358586,0,
52696,1995,.036166366,.25600663,0,
52699,1995,.24709609,.085806452,0,
52720,1995,.41327518,.21132649,10.52299273913501,
52786,1995,.28544062,.14134495,0,
52788,1995,.47036526,.28248784,6.192333890643384,
52835,1995,.27596208,.28527582,14.03114915111547,1
52838,1995,.47013393,.33414248,59.96002664890074,1
52885,1995,.50654548,.25114295,55.34646889528448,
54001,1995,.63849425,.64693308,72.91167892743655,1
54003,1995,.47536126,.79092699,81.46516609842199,1
54051,1995,.50472236,.79205006,71.32667617689016,
54099,1995,.42808941,.69072616,49.69355640218652,
54109,1995,.51563823,.78052437,157.6044129235619,
54125,1995,.40419161,.74088293,50.74854097944684,
54128,1995,.81296241,.89896071,9.668374746205163,
54172,1995,.65785348,.74847144,22.11247880887447,
54174,1995,.1443457,.80886757,101.047216608488,
54206,1995,.38961938,.43404385,57.19062073819894,
54223,1995,.60033613,.80310136,89.52551477170994,
54239,1995,.28528166,.58538163,47.16239584970916,
54245,1995,.25564769,.77173913,0,
54250,1995,.29963636,.0824202,90.49773755656109,
54261,1995,.4620426,.64873862,125.5098839033574,
54313,1995,.55802667,.8163017,66.28662335940606,
54344,1995,.2167991,.20015164,29.75009916699722,
54347,1995,.69237363,.8573668,0,
54377,1995,.42475986,.75601923,0,
54385,1995,.57742184,.78840685,27.6141384388807,
54398,1995,.62989324,.7925052,35.6718192627824,
54405,1995,.57779807,.62531805,32.72944302189022,1
54418,1995,.66743827,.86531228,25.93360995850622,
54480,1995,.48784879,.77786201,84.28150021070375,
54498,1995,.48165995,.63096517,40.29390850912539,1
54518,1995,.51976335,.6387217,26.8781077812122,1
54520,1995,.74249423,.82070708,64.36387041407423,
54553,1995,.6975925,.75754476,133.953195177685,
54599,1995,.66917765,.86437815,14.17836381681554,
54660,1995,.59945691,.75583595,49.34616333580064,
54670,1995,.10292249,.1105736,32.25806451612903,
54673,1995,.45529488,.50960976,54.22993492407809,
54680,1995,.51401871,.74133086,111.8568232662192,
54720,1995,.64879853,.72814637,41.81650915781551,1
54743,1995,.20126146,.85158503,103.6883424677825,
54800,1995,.22132796,.34330985,50.46257359125315,
54810,1995,.6531508,.58357769,146.2484656969,1
54820,1995,.61535192,.8186245,4.996752111127767,
54871,1995,.62900186,.91398513,58.18463925523662,
54874,1995,.5686757,.68687326,51.28392981427891,1
63001,1995,.69264024,.6645897,59.31754785762287,1
63111,1995,.007822237,.7495935,61.69031462060457,
63130,1995,.62638432,.71513104,79.24860581156443,1
63190,1995,.66059881,.74243307,38.06301543666737,1
63212,1995,.31591308,.46107784,107.0827596756922,
63272,1995,.75709027,.76632607,99.25937237535314,
63302,1995,.52283847,.62292117,107.3153282060454,
63401,1995,.50535512,.61479092,72.05187735169322,1
63470,1995,.52951223,.71325523,83.69782385657973,1
63548,1995,.65459967,.70581257,99.9222826690352,
63594,1995,.58495069,.66759968,129.8701298701299,1
63690,1995,.69766438,.75666416,87.29267988527248,
66001,1995,.70107311,.71123868,81.30746248550658,1
66045,1995,.77058375,.81976157,178.6777843954735,
66075,1995,.40977743,.56505424,168.0436913597535,
66088,1995,.77678198,.78065962,109.9363016134769,1
66170,1995,.70273685,.72558039,32.83263563982599,1
66318,1995,.68774468,.75108171,65.0464194902726,
66383,1995,.58987647,.7801339,103.6269430051813,
66400,1995,.64078498,.64363271,138.871354626941,1
66440,1995,.62942463,.71545345,101.3807086994303,
66456,1995,.47778827,.55163401,93.64391899801007,
66572,1995,.60225987,.61271673,56.74161288034612,
66594,1995,.2081479,.36882505,50.6059395392196,1
66682,1995,.76800269,.78601074,53.58591125014483,1
66687,1995,.69981277,.7507599,207.0515854235684,
68001,1995,.40028334,.49393448,70.72925585377658,1
68013,1995,.46706587,.82905984,335.2329869259135,
68020,1995,.46543503,.71108264,42.92459579338961,
68051,1995,.19826965,.38064048,0,
68077,1995,.29029304,.49226305,78.76082961407194,1
68079,1995,.38344079,.52392346,0,
68081,1995,.26712063,.24872774,10.76113508452872,1
68092,1995,.33710107,.61548734,0,
68101,1995,.35848475,.61685717,0,
68121,1995,.69708031,.78088576,0,
68132,1995,.0024570024,.88449848,204.3596730245231,
68147,1995,.58836591,.76435167,211.2490097702667,
68152,1995,.18232323,.6049841,0,
68160,1995,.056672759,.78265768,0,
68162,1995,.038733862,.70335573,28.81429188877684,
68167,1995,.45545566,.58831811,117.1731966312706,
68169,1995,.57890296,.90285051,0,
68176,1995,.16666667,.42470694,0,
68179,1995,.054453161,.26754892,0,
68190,1995,.46041667,.57209533,57.48668225194496,1
68207,1995,.097328246,.62215543,0,
68209,1995,.51449955,.69433594,0,
68211,1995,.35325131,.73333335,0,
68217,1995,.18580192,.52954048,0,
68229,1995,.44444445,.51497787,9.654373431164318,
68235,1995,.77942938,.83221477,0,
68245,1995,.38255814,.84359235,0,
68250,1995,.58489209,.6567657,0,
68255,1995,.39087412,.72423768,84.37038599451593,
68264,1995,.37062937,.60281688,0,
68266,1995,.23971079,.43778801,0,
68271,1995,.080175512,.27996537,0,
68276,1995,.41022384,.49642688,10.97281128195831,1
68296,1995,.37643933,.76302934,0,
68298,1995,.47775495,.7868284,0,
68307,1995,.36234865,.50810796,20.90232015753749,1
68318,1995,.38786483,.71912205,0,
68320,1995,.68525517,.85948581,0,
68322,1995,.32771084,.57795697,85.87376556462002,
68324,1995,.20992762,.444206,0,
68327,1995,.13427763,.42578948,19.09854851031321,
68344,1995,.040042151,.19933185,0,
68368,1995,.32667127,.610219,0,
68370,1995,.66105264,.67311412,0,
68377,1995,.62288135,.77282751,0,
68385,1995,.12642513,.29329211,93.04180235262844,
68397,1995,.43534231,.69328398,0,
68406,1995,.32591859,.50050563,70.5436268242141,1
68418,1995,.37832093,.50764525,0,
68425,1995,.39618406,.72547078,248.0270574971815,
68432,1995,.48281333,.70943606,83.2313341493268,
68444,1995,.44191617,.82286787,56.07738679377541,
68464,1995,.40363961,.68695414,0,
68468,1995,.52358288,.73811835,0,
68498,1995,.40804598,.48085758,0,
68500,1995,.29128441,.5058853,170.0510153045914,
68502,1995,.50602877,.6713376,118.3276360767815,
68522,1995,.085561499,.38248175,0,
68524,1995,.4792586,.60057747,0,
68533,1995,.36480412,.45482865,0,
68547,1995,.40781268,.49689174,16.89494961684668,1
68549,1995,.25077209,.37296945,0,
68572,1995,.33709738,.5418486,96.07233681831025,
68573,1995,.40222335,.51662564,0,
68575,1995,.25462511,.41956034,59.89418693641234,1
68615,1995,.38774607,.61024421,2.282531784255096,1
68655,1995,.21498054,.48949319,90.10812975570684,
68669,1995,.36871985,.74170238,0,
68673,1995,.22577423,.51054382,0,
68679,1995,.37211618,.43840644,48.39901164123596,1
68682,1995,.36041486,.57446808,0,
68684,1995,.5955115,.77984345,0,
68686,1995,.38286895,.71172786,0,
68689,1995,.44878498,.63453978,36.20326487625066,1
68705,1995,.6122449,.7977528,0,
68720,1995,.53249633,.78441012,0,
68745,1995,.2335352,.39375001,0,
68755,1995,.38433042,.48069146,56.77900798961755,1
68770,1995,.15052328,.41391942,0,
68773,1995,.60887551,.78057671,0,
68780,1995,.48644337,.79727685,0,
68820,1995,.059536543,.42411038,0,
68855,1995,.21101342,.31073171,0,
68861,1995,.24680252,.4025532,50.34190544112094,1
68867,1995,.76550871,.91065663,0,
68872,1995,.70743406,.69218296,0,
68895,1995,.43691209,.6922366,79.70950314409707,
70001,1995,.339214,.51614171,26.4783759929391,1
70110,1995,.43917984,.45817026,49.46209966613083,
70124,1995,.11903868,.34116834,0,
70204,1995,.063618287,.55862457,113.8433515482696,
70215,1995,.32101604,.47304714,15.72852564732713,1
70221,1995,.27649403,.55715913,0,
70230,1995,.032000002,.51040727,22.49718785151856,
70233,1995,.17772903,.32799703,0,
70235,1995,.34907925,.51020408,7.098743522396536,
70265,1995,.21279818,.76675296,15.39527365098915,
70400,1995,.25744048,.41988951,11.02171277416511,
70418,1995,.11582413,.34535414,17.34680601934169,
70429,1995,.32796282,.74128515,6.104260774020267,1
70473,1995,.22158685,.53305596,27.37975723281921,
70508,1995,.169443,.36109826,63.89296049911678,1
70523,1995,.19584906,.44434956,12.64222503160556,
70670,1995,.27310517,.46505353,30.44814127937553,1
70678,1995,.14507073,.48516026,16.80672268907563,1
70702,1995,.33253416,.53295994,7.900766374338311,
70708,1995,.20884319,.55324584,52.69860787844188,1
70713,1995,.31742418,.56004697,45.95396248485608,1
70717,1995,.25004265,.45357832,31.29890453834116,
70742,1995,.35752422,.46920654,5.925925925925926,1
70771,1995,.508762,.72900224,12.13886865744113,1
70820,1995,.28577518,.44802725,23.07670118556552,1
70823,1995,.1885982,.56522512,96.16265225753274,
73001,1995,.58673596,.66749656,30.73331168782886,1
73024,1995,.81203932,.92145592,0,
73026,1995,.25083986,.49609035,63.06760847628658,
73030,1995,.22713961,.46231329,64.23432682425488,
73043,1995,.52572495,.75259513,223.1727729217035,
73055,1995,.21504596,.52059472,44.10143329658214,
73067,1995,.26970401,.68971819,41.0696358492288,1
73124,1995,.61836284,.82275862,52.75020380760562,
73148,1995,.41270357,.67089814,14.33897332950961,
73152,1995,.53209949,.31060606,98.49444209933868,
73168,1995,.23394962,.57558137,82.24232590188713,1
73200,1995,.27688712,.41328546,42.88164665523156,
73217,1995,.18737902,.35565725,30.47270788100408,1
73226,1995,.64697301,.83776593,40.35838243603197,
73236,1995,.56935817,.79666513,85.69796229289659,
73268,1995,.59507471,.62234175,19.29251588187468,1
73270,1995,.1594203,.45726103,40.90606943805287,1
73275,1995,.37122765,.47234574,12.31375446373599,1
73283,1995,.5549258,.74127287,88.82266983754047,1
73319,1995,.56652188,.7127859,30.33896902667071,1
73347,1995,.6757679,.75942028,102.3978155132691,
73349,1995,.36717838,.53197908,50.65856129685918,1
73352,1995,.25100672,.62613863,84.99065102838688,
73408,1995,.30409947,.45451528,65.63689668752461,1
73411,1995,.33352104,.57246095,38.79507074395254,1
73443,1995,.3731645,.59370661,59.38046382740078,1
73449,1995,.57641476,.72300619,74.72371888150391,1
73461,1995,.37817639,.74426806,116.3563829787234,
73483,1995,.33612916,.45301887,32.4912679717326,1
73504,1995,.36371624,.59593201,33.95297512944572,1
73520,1995,.29151094,.63053012,0,
73547,1995,.220258,.36725664,0,
73555,1995,.19416957,.5972352,95.86776859504133,1
73563,1995,.30423281,.67565423,29.26258291065158,
73585,1995,.37852895,.47056797,24.46383429829568,1
73616,1995,.13490099,.38873038,70.3902065799541,1
73622,1995,.44570708,.82942235,34.51052571034165,
73624,1995,.5334999,.72140151,64.26735218508998,1
73671,1995,.56775331,.65668333,24.58966004794984,
73675,1995,.65562916,.81893688,60.68295912175208,
73678,1995,.54680121,.79093736,11.58949991307875,
73686,1995,.72534013,.83177084,29.63841138114997,
73770,1995,.67444795,.73366213,0,
73854,1995,.65443152,.74119717,113.2930513595166,
73861,1995,.38978651,.51817286,90.10632546404757,
73870,1995,.59826088,.81527275,121.5153681200858,
73873,1995,.40237966,.87119323,43.55400696864111,
76001,1995,.60411936,.63173181,108.7042908652841,1
76020,1995,.35895708,.54381865,122.0452209660843,
76036,1995,.5425328,.49096671,156.7146186610946,1
76041,1995,.7886005,.76516819,94.18823693574269,1
76054,1995,.7849794,.83237708,605.1975792096832,
76100,1995,.73065305,.74031329,346.0014509738266,
76109,1995,.18607034,.33685932,48.62417498326053,1
76111,1995,.58211529,.595348,79.34519335170801,1
76113,1995,.47164732,.46840724,159.3723182542601,1
76122,1995,.62531251,.7931121,68.87200568194048,1
76126,1995,.56321055,.65141958,0,
76130,1995,.38311183,.41081184,84.04855420323587,1
76147,1995,.67644721,.70968533,62.58575451941362,1
76233,1995,.45886654,.65102017,51.97078694712656,1
76243,1995,.7438795,.81449896,268.0246582685607,
76246,1995,.77943856,.82499999,203.6878216123499,
76248,1995,.43115309,.45516351,45.65959856080946,1
76250,1995,.80899417,.77242655,128.3176875801986,
76275,1995,.37103173,.36088952,80.42176749173443,1
76306,1995,.41831124,.54956317,214.8920167615773,
76318,1995,.34301576,.44779629,92.263081586925,1
76364,1995,.41821089,.53655887,62.25465612948968,1
76377,1995,.51923555,.64912283,97.8996084015664,
76400,1995,.76739991,.80563653,88.42671194114318,1
76403,1995,.77974784,.72901267,294.4423997055576,
76497,1995,.35961714,.57289118,94.81882831019303,
76520,1995,.53433251,.5209614,41.12760132078354,1
76563,1995,.41516653,.47829303,82.04536887154357,1
76606,1995,.63314068,.6702264,114.1480119221257,
76616,1995,.64288092,.58215547,171.9279812789532,1
76622,1995,.79358494,.75674313,142.5427628288487,1
76670,1995,.46142131,.53829974,133.0998248686515,
76736,1995,.5028621,.65971911,139.2065228199264,1
76823,1995,.76111114,.82209229,137.0839502111093,
76828,1995,.74338365,.75412059,454.3318188939371,
76834,1995,.60657656,.6323806,45.6951598737152,1
76845,1995,.62810946,.69767439,283.191737464601,
76863,1995,.80487806,.83302528,256.2733582487987,
76869,1995,.65500271,.59423441,212.4645892351275,
76890,1995,.52704757,.5804106,138.8187783947501,
76892,1995,.50288272,.44662493,100.3746377323814,1
76895,1995,.49806452,.43798235,183.9297913710652,1
81001,1995,.62105626,.76721799,32.84585907562368,1
81065,1995,.16268191,.2757259,113.5252751411182,1
81220,1995,.51720184,.85026735,164.8955661414437,
81300,1995,.1198102,.20110609,99.93753903810118,
81591,1995,.51108515,.88497216,198.5559566787004,
81736,1995,.29262185,.56038022,122.1036718318458,1
81794,1995,.51211333,.69856054,83.99529626340924,1
85001,1995,.52829111,.77399659,67.53410472288506,1
85010,1995,.4674218,.81651604,226.4273006631085,
85015,1995,.079136692,.91208792,40.290088638195,
85125,1995,.49158487,.86255741,55.44466622310934,
85136,1995,,.48333332,0,
85139,1995,.2917358,.77640289,44.94045389858437,
85162,1995,.0017421603,.87065017,90.32517061421116,
85225,1995,.3932426,.82886463,50.25125628140704,
85230,1995,.29177719,.76631904,66.72004270082734,
85250,1995,.36547902,.84102565,37.55814289428827,1
85263,1995,.28434888,.79696131,85.98452278589853,
85279,1995,,.7874794,268.9075630252101,
85300,1995,.50040162,.83605397,768.4426229508197,
85315,1995,,.50233644,0,
85325,1995,.2223509,.86179578,23.85780746749374,
85400,1995,.3934066,.71789241,43.29941545789131,
85410,1995,.53496957,.88096493,126.0167258563409,
85430,1995,.19482026,.84002197,149.9063085571518,
85440,1995,.40242106,.23529412,34.12802886256155,
86001,1995,.49572542,.61507779,56.54709312599399,1
86219,1995,.42557651,.63099217,66.51884700665188,
86320,1995,.26763332,.59673756,26.96063746929483,1
86568,1995,.49975005,.41519293,152.1898427371625,1
86569,1995,.31678084,.26237386,0,
86571,1995,.43173862,.64272726,0,1
86573,1995,.57002586,.66831309,52.48359887535145,
86749,1995,.43585527,.58996898,93.19664492078284,
86755,1995,.50765461,.70755172,76.27765064836004,
86757,1995,.36674091,.10861423,10.52077853761178,
86760,1995,.30899936,.55785328,31.21748178980229,
86865,1995,.22508445,.10311257,130.7014310131036,1
86885,1995,.4507452,.5282675,59.46818452128111,
88001,1995,.43041635,.5351125,25.41683611224074,1
88564,1995,.32363635,.55555558,142.8863033272096,
91001,1995,.4161886,.45154765,40.08510375874934,1
91263,1995,.49411765,.40000001,0,
91405,1995,.5,.22374429,0,
91407,1995,.16666667,.40860215,0,
91430,1995,0,0,0,
91460,1995,.5,.17647059,0,
91530,1995,.60000002,.5,0,
91536,1995,.5,.46551725,0,
91540,1995,.2913669,.12691467,0,
91669,1995,.41176471,.61363637,0,
91798,1995,.30405405,.38345864,0,
94001,1995,.40319473,.52763343,40.09221208780195,
94343,1995,.5321101,.68148148,0,
94663,1995,.44444445,.71428573,0,
94883,1995,,.30769232,0,
94884,1995,.61904764,.41176471,0,
94885,1995,,0,0,
94886,1995,.13333334,.66666669,0,
94887,1995,.12,.2,0,
94888,1995,.024390243,0,0,
95001,1995,.51100904,.63391209,17.8915770431187,1
95015,1995,,.49367088,0,
95025,1995,.2296588,.57338196,0,
95200,1995,,.46943232,306.7669172932331,
97001,1995,.27983409,.55795676,56.2271577171774,1
97161,1995,,.72972971,0,
97511,1995,,.31730768,0,
97666,1995,.33333334,.68656719,0,
97777,1995,,.041666668,0,
97889,1995,.44635195,.7352941,0,
99001,1995,.27127185,.52422148,65.242211710977,
99524,1995,.45923346,.88265836,28.74664622460713,
99624,1995,.31152648,.77777779,0,
99773,1995,.22959889,.53564727,2.418145765826764,
