muncod,year,s_uribe_02,s_uribe_06,hom_r,manu_sample
17524,1995,.55341202,.60671395,129.4341301621971,1
17541,1995,.757047,.87378877,123.9789964994166,1
17614,1995,.64353114,.56123805,129.5309725268986,1
17616,1995,.48698145,.6532501,109.2697140775815,
17653,1995,.60568273,.76648468,48.61266920948321,1
17662,1995,.30126336,.58090878,64.1515951540872,1
17665,1995,.61838728,.70195729,0,
17777,1995,.51837927,.012335958,156.5938716776706,1
17867,1995,.38823858,.66612774,52.63619615755768,
17873,1995,.66244251,.6801843,32.7959837533742,1
17877,1995,.8339318,.81516093,184.0561371218222,
18001,1995,.54809457,.70437086,97.57222562246645,1
18029,1995,.31929824,.58946556,128.1065846784525,
18094,1995,.34556407,.58875501,230.7470435535045,
18150,1995,.08991228,.4143202,121.36368651392,1
18205,1995,.52364576,.67877269,54.11255411255411,
18247,1995,.41292489,.59639496,90.47619047619047,1
18256,1995,.28523862,.60191518,105.6105610561056,
18410,1995,.20189275,.47962964,113.045444268596,1
18460,1995,.16479401,.66078067,93.0232558139535,
18479,1995,.35570469,.67274678,85.94757198109154,
18592,1995,.51111937,.48070973,104.2690737927131,1
18610,1995,.32954547,.46282881,68.28010014414689,
18753,1995,.24575965,.37663433,115.6737998843262,1
18756,1995,.20564516,.38661203,57.48778384593274,
18785,1995,.34661356,,0,
18860,1995,.30305678,.59846151,102.0176830650646,
19001,1995,.53362375,.54353887,49.45739530725407,1
19022,1995,.22068965,.14117292,14.73622163277336,
19050,1995,.18461539,.066202924,22.15330084182543,1
19075,1995,.2309933,.1274077,73.70215118153762,
19100,1995,.42935845,.32336271,41.0671131398967,1
19110,1995,.10158344,.41465101,35.05491937368544,
19130,1995,.26427862,.44563526,25.47040657136489,1
19137,1995,.28564557,.65357459,31.89905720564259,1
19142,1995,.15231051,.23349077,19.50512706197058,1
19212,1995,.13453281,.15823941,89.22122615456516,1
19256,1995,.25700051,.49705386,34.97267759562842,1
19290,1995,.29221436,.196063,83.30556481172943,
19300,1995,,,0,
19318,1995,.2969045,.32414258,0,1
19355,1995,.39381033,.27562478,34.69662141648957,1
19364,1995,.06936416,.052540414,0,
19392,1995,.11826087,.54878521,40.29658284977434,
19397,1995,.17258629,.33611739,60.25003765627353,1
19418,1995,.23117921,.36124215,0,
19450,1995,.30757138,.26053244,108.7018708164083,
19455,1995,.21791653,.25061235,58.03053298812605,1
19473,1995,.32527107,.39795917,20.29715028010067,1
19513,1995,.061715838,.14599527,39.12745769343637,
19517,1995,.11866666,.25481409,9.262117937635072,1
19532,1995,.39445767,.36869305,57.8250960917038,1
19533,1995,.23224044,.49135801,0,
19548,1995,.4689258,.63960439,45.51342646080594,1
19573,1995,.15274319,.022335423,38.83327580255437,1
19585,1995,.26666668,.30950344,62.73132174894925,
19622,1995,.34124246,.54065573,52.16937657594992,
19693,1995,.22460938,.57553005,10.55297593921486,
19698,1995,.29486316,.47466892,51.60757599215565,1
19701,1995,,.50701755,0,
19743,1995,.23280701,.25318152,14.98621268433041,1
19760,1995,.17012449,.4322066,0,
19780,1995,.15855646,.54972434,33.77237419790612,1
19785,1995,.11010215,.074859641,0,
19807,1995,.44144773,.67950261,39.14047516536851,1
19809,1995,.19937587,.24619219,0,1
19821,1995,.033966243,.056624096,4.063058670567203,1
19824,1995,.23580247,.21488763,34.82379161443097,
19845,1995,.098595425,.19440493,0,
20001,1995,.4068259,.62813592,51.04525228780119,1
20011,1995,.35803506,.6675294,121.5871171694519,1
20013,1995,.28973895,.70115739,74.29862101759392,1
20032,1995,.1889364,.76054001,57.97101449275362,
20045,1995,.20038974,.63159567,68.26404532732609,
20060,1995,.25376615,.77604979,100.1617998304954,1
20175,1995,.32342836,.7376377,7.69605705343629,1
20178,1995,.28562421,.74072868,13.84322547153487,1
20228,1995,.32735229,.71600181,62.4857986821177,1
20238,1995,.27625716,.77382231,54.16489341122761,1
20250,1995,.18267359,.61163592,61.5060188032686,
20295,1995,.30925444,.68778396,105.161686092367,
20310,1995,.45498782,.72557396,0,
20383,1995,.21964286,.66255742,26.86583203481812,
20400,1995,.19611308,.40840945,54.95310668229777,1
20443,1995,.1363406,.59267533,0,
20517,1995,.16154179,.44197756,151.6550178029804,
20550,1995,.1644595,.66605699,69.5014848044481,
20570,1995,.42281878,.66372395,0,
20614,1995,.38879737,.60917687,48.54074388690007,
20621,1995,.22612649,.064842679,50.44984444631295,1
20710,1995,.37097183,.60885769,260.9381637235269,
20750,1995,.43670151,.8007977,65.35093451836362,
20770,1995,.67273587,.76607144,163.4463837487596,
20787,1995,.36154526,.64326376,25.21909085177479,
23001,1995,.43552837,.67329991,45.80384093215759,1
23068,1995,.31831396,.75132173,22.94185123091856,1
23079,1995,.34602004,.36985803,25.69208041621171,
23090,1995,.26971135,.5472917,15.27067267313125,
23162,1995,.40333912,.57918733,18.62395572819667,1
23168,1995,.3617945,.53771484,16.90045631232043,
23182,1995,.34607556,.71100563,29.28257686676427,1
23189,1995,.42610294,.62928879,4.772814051164567,1
23300,1995,.5062384,.46666667,0,
23350,1995,.32371795,.40715536,0,
23417,1995,.44642073,.60840565,11.62781040024585,1
23419,1995,.22694848,.5872727,76.13971637955648,
23464,1995,.39517665,.56655723,17.94526693584567,
23466,1995,.35507926,.44250277,32.66843460548061,1
23500,1995,.28376481,.68308967,14.69075951226678,
23555,1995,.39786217,.55350977,44.04510218463707,1
23570,1995,.36605456,.49796954,11.98083067092652,1
23574,1995,.31073689,.52959198,67.98096532970767,
23580,1995,.23370896,.30775303,24.48100274187231,
23586,1995,.50154138,.64598233,7.338372349012989,
23660,1995,.32282692,.5688324,8.160600620205647,1
23670,1995,.23956233,.45096931,24.04616864379609,1
23672,1995,.41136578,.42592594,22.06409619945943,1
23675,1995,.22902232,.47347912,14.75579164822193,1
23678,1995,.48156974,.53963262,16.4239570787255,
23682,1995,,,0,
23686,1995,.33435044,.45808506,30.53265606350793,1
23807,1995,.45265374,.50526243,49.06696106843308,1
23815,1995,,,0,
23855,1995,.65803277,.61239564,126.869401407097,1
25001,1995,.37069875,.54246813,38.81987577639751,
25019,1995,.60363638,.78619045,53.83097075183922,
25035,1995,.44206822,.83184493,41.40786749482402,
25040,1995,.36790016,.73892337,46.48074369189907,
25053,1995,.71782178,.81710976,23.27746741154562,
25086,1995,.061895553,.68330956,0,
25095,1995,.460733,.83022571,0,
25099,1995,.52987421,.6787219,0,
25120,1995,.13533151,.43492064,79.53867568104991,
25123,1995,.37469718,.54182655,19.13875598086124,
25126,1995,.63675869,0,48.52983157293748,1
25148,1995,.4912689,.85223448,39.38364594102299,
25151,1995,.7399826,.78197426,52.64820469621986,
25154,1995,.68673432,.75914508,21.31514441010338,
25168,1995,.26364478,.84782606,0,
25175,1995,.64859325,.7146281,48.17134175714233,1
25178,1995,.58423394,.76613885,22.95157218269452,
25181,1995,.73750728,.82480979,40.17032216598377,
25183,1995,.58403361,.74467093,41.85101040296544,
25200,1995,.64808494,.71124303,28.42120221685377,
25214,1995,.57601529,.67563528,83.51681725001897,
25224,1995,.59504133,.76818544,11.53934918070621,
25245,1995,.41652536,.75888121,40.83299305839118,
25258,1995,.54070663,.92162472,32.441200324412,
25260,1995,.59467638,.84379923,0,
25269,1995,.54803443,.66149318,46.08,1
25279,1995,.74560344,.85568798,11.37138958380714,
25281,1995,.72623092,.88796514,0,
25286,1995,.51344627,.65360832,44.44543212071379,1
25288,1995,.28857142,.57590079,0,
25290,1995,.4517253,.68876797,42.94086926246156,1
25293,1995,.33415031,.83619606,32.27368081329676,
25295,1995,.5813008,.63986963,48.34810636583401,
25297,1995,.70789564,.86314678,41.11419467571179,
25299,1995,.76078433,.89710414,0,
25307,1995,.42197075,.52252173,46.80324112444787,1
25312,1995,.37460318,.69548714,0,
25317,1995,.32517195,.018404908,25.37856357330175,
25320,1995,.36870483,.69661599,32.45699448231094,1
25322,1995,.68891072,.8097508,0,
25324,1995,.18529412,.50391936,0,
25326,1995,.71674174,.77087456,45.68296025582458,
25328,1995,.64513272,.8498677,24.32498175626368,
25335,1995,.53047675,.82130587,35.08156463778285,
25339,1995,.75335968,.93114752,84.50704225352113,
25368,1995,.2454955,.73214287,0,
25372,1995,.64984614,.89945388,25.90897314103118,
25377,1995,.60378516,.68534034,85.79599618684462,
25386,1995,.43929914,.70175046,39.31332721792688,1
25394,1995,.2190984,.74946636,66.16674018526687,
25398,1995,.60926771,.90544313,39.35458480913026,
25402,1995,.47692937,.70872486,54.13766434648105,
25407,1995,.58513343,.79197758,20.96436058700209,
25426,1995,.69638354,.89149922,38.18737270875764,
25430,1995,.62387455,.68230373,43.79338281985592,1
25436,1995,.71493441,.84297132,0,
25438,1995,.52304608,.84264499,137.9198442317053,
25473,1995,.53098136,.64305192,72.80964323274816,1
25483,1995,.2701363,.52219874,0,
25486,1995,.58215857,.57914627,20.89427496865859,
25488,1995,.33420229,.69269407,19.90445859872612,
25489,1995,.81827414,.92742455,52.41090146750524,
25491,1995,.70884913,.75531471,46.10844706750277,
25506,1995,.19595782,.73653567,36.77822728944465,
25513,1995,.67099112,.83350819,64.33166547533953,1
25518,1995,.38779804,.76927638,15.11944360447536,
25524,1995,.36939102,.73873872,38.87269193391643,
25530,1995,.36773905,.76780444,278.2802281897871,
25535,1995,.19414634,.46644905,37.66478342749529,
25572,1995,.40876329,.54030913,55.16154452324665,
25580,1995,,.88261354,0,
25592,1995,.66666669,.91129786,34.71017007983339,
25594,1995,.44422212,.69835782,32.31017770597739,
25596,1995,.43502825,.89078993,25.75107296137339,
25599,1995,.29926443,.7230109,0,
25612,1995,.33755821,.52103925,71.61271841879118,
25645,1995,.46906924,.69442999,0,
25649,1995,.54463643,.78269857,51.7306245297216,
25653,1995,.47740114,.81743526,37.60105282947923,
25658,1995,.77969545,.82420576,14.57513481999708,
25662,1995,.27687442,.74376732,43.26756663205261,
25718,1995,.732656,.85465115,75.93014426727412,
25736,1995,.62381482,.69074124,46.35352286773795,
25740,1995,.50525087,.61139256,54.5872811634889,1
25743,1995,.36770311,.76438236,47.84480883824105,
25745,1995,.67685837,.7506932,21.33788541555532,
25754,1995,.4565407,.64036518,42.73094678998738,1
25758,1995,.72257382,.6875608,31.15022194533136,
25769,1995,.69276989,.85181683,15.78282828282828,1
25772,1995,.52248979,.67171508,33.57676487870394,
25777,1995,.81633663,.40570176,15.24157902758726,
25779,1995,.51418746,.66806549,0,
25781,1995,.54226673,.73609596,46.06172270842929,
25785,1995,.70060396,.76420796,27.43484224965707,
25793,1995,.54599851,.78876638,0,
25797,1995,.461878,.80769229,65.09357200976403,
25799,1995,.57802278,.73786891,29.14092551579438,
25805,1995,.19191919,.74432987,15.600624024961,
25807,1995,.7383101,.86534375,0,
25815,1995,.33758679,.70458686,43.19121367310422,
25817,1995,.57064784,.60234761,38.22629969418961,
25823,1995,.14482759,.81090176,81.3890396093326,
25839,1995,.60493082,.78797561,14.55180442374854,
25841,1995,.51994562,.75847977,12.87001287001287,
25843,1995,.60749835,.68521756,13.59360556794084,1
25845,1995,.23221196,.66358417,43.27131112072696,
25851,1995,.25471699,.87544328,38.07348181991243,
25862,1995,.73194563,.85906917,37.65060240963856,
25867,1995,.35499999,.82068062,42.58037044922291,
25871,1995,.48725212,.81501341,0,
25873,1995,.73177081,.83190626,25.98583771844345,
25875,1995,.61731178,.82120901,53.06916681408102,1
25878,1995,.25475544,.76682514,11.44819690898684,
25885,1995,.72742021,.73946363,60.63362134303471,
25898,1995,.50175852,.67355824,0,
25899,1995,.48416412,.582883,46.88113731105001,1
27001,1995,.23833144,.41847324,25.58938123225252,1
27006,1995,.18791574,.71923077,697.1010796565502,
27025,1995,,.21008404,9.109127345600292,1
27050,1995,.099332839,.40264317,0,
27073,1995,.071533926,.57789856,12.97269248232471,
